Entity,month_year,total_cases,avg_temp,hemisphere
Oman,2024-04,44,29.327795,Southern
Panama,2024-04,40,26.27598,Southern
Paraguay,2024-04,120,26.317327,Southern
Peru,2024-04,119,20.650127,Southern
Philippines,2024-04,6,27.94001,Southern
Poland,2024-04,77,10.620082,Northern
Portugal,2024-04,187,15.359705,Northern
Qatar,2024-04,79,26.869246,Northern
Romania,2024-04,20,12.938805,Northern
Russia,2024-04,406,-2.1266084,Northern
Rwanda,2024-04,13,20.269112,Southern
Saudi Arabia,2024-04,144,26.648521,Northern
Senegal,2024-04,46,32.55233,Southern
Slovakia,2024-04,1,10.892947,Northern
Slovenia,2024-04,44,11.045463,Northern
South Africa,2024-04,133,18.552265,Southern
South Korea,2024-04,114,14.748119,Northern
South Sudan,2024-04,11,32.03456,Southern
Spain,2024-04,141,13.383807,Northern
Sri Lanka,2024-04,101,28.603954,Southern
Sweden,2024-04,426,1.1206084,Northern
Switzerland,2024-04,162,5.250991,Northern
Syria,2024-04,4,21.628996,Northern
Tanzania,2024-04,24,22.95919,Southern
Thailand,2024-04,135,31.46329,Southern
Togo,2024-04,6,29.965591,Southern
Tunisia,2024-04,5,18.728687,Northern
Turkey,2024-04,71,14.738826,Northern
Uganda,2024-04,8,23.956955,Southern
Ukraine,2024-04,292,13.476753,Northern
United Arab Emirates,2024-04,183,27.717669,Northern
United Kingdom,2024-04,2358,8.508827,Northern
United States,2024-04,11281,9.773721,Northern
Uruguay,2024-04,5,18.228283,Southern
Venezuela,2024-04,27,27.61727,Southern
Vietnam,2024-04,110,27.96033,Southern
Zambia,2024-04,20,22.620102,Southern
Afghanistan,2024-05,4,18.95785,Northern
Albania,2024-05,3,16.50121,Northern
Algeria,2024-05,2,30.069328,Northern
Argentina,2024-05,386,8.001048,Southern
Armenia,2024-05,1,10.110493,Northern
Australia,2024-05,227,18.702633,Southern
Austria,2024-05,9,11.96912,Northern
Bahrain,2024-05,8,29.381927,Southern
Bangladesh,2024-05,629,29.49273,Northern
Belgium,2024-05,15,14.330273,Northern
Bhutan,2024-05,111,11.537153,Northern
Bolivia,2024-05,6,18.705841,Southern
Brazil,2024-05,2545,24.855196,Southern
Brunei,2024-05,21,27.851555,Southern
Bulgaria,2024-05,2,14.913377,Northern
Burkina Faso,2024-05,1,33.50732,Southern
Cambodia,2024-05,25,30.012947,Southern
Cameroon,2024-05,20,27.35367,Southern
Canada,2024-05,2207,4.2865877,Northern
Cayman Islands,2024-05,7,28.237396,Southern
Chile,2024-05,305,5.333424,Southern
China,2024-05,7011,15.027371,Northern
Colombia,2024-05,174,24.90462,Southern
Costa Rica,2024-05,243,24.967857,Southern
Cote d'Ivoire,2024-05,8,28.486412,Southern
Croatia,2024-05,27,17.396385,Northern
Cuba,2024-05,3,27.761246,Southern
Czechia,2024-05,12,14.724075,Northern
Democratic Republic of Congo,2024-05,10,26.805883,Southern
Denmark,2024-05,56,14.393212,Northern
Dominican Republic,2024-05,17,25.73594,Southern
East Timor,2024-05,14,24.824944,Southern
Ecuador,2024-05,61,22.181322,Southern
Egypt,2024-05,112,28.245117,Northern
El Salvador,2024-05,60,28.42681,Southern
Estonia,2024-05,12,13.874482,Northern
Ethiopia,2024-05,3,25.6392,Southern
Fiji,2024-05,63,25.200832,Southern
France,2024-05,101,15.479786,Northern
Georgia,2024-05,14,11.177817,Northern
Germany,2024-05,10,15.1402645,Northern
Ghana,2024-05,45,29.693314,Southern
Greece,2024-05,45,17.681465,Northern
Guatemala,2024-05,5,28.365196,Southern
Guyana,2024-05,7,25.834532,Southern
Haiti,2024-05,188,26.35636,Southern
Honduras,2024-05,116,28.16206,Southern
Hong Kong,2024-05,3204,25.554512,Southern
Hungary,2024-05,4,17.640701,Northern
Iceland,2024-05,25,3.9630117,Northern
India,2024-05,116,30.427963,Northern
Indonesia,2024-05,93,26.348228,Southern
Iran,2024-05,133,23.643711,Northern
Iraq,2024-05,2,28.064972,Northern
Ireland,2024-05,49,12.528952,Northern
Jamaica,2024-05,12,27.208628,Southern
Japan,2024-05,32,15.809207,Northern
Jordan,2024-05,3,23.544092,Northern
Kenya,2024-05,15,26.107454,Southern
Kosovo,2024-05,2,14.889033,Southern
Laos,2024-05,20,26.622154,Southern
Latvia,2024-05,4,14.576592,Northern
Lebanon,2024-05,5,18.149303,Northern
Libya,2024-05,1,29.198753,Southern
Lithuania,2024-05,6,15.216331,Northern
Luxembourg,2024-05,28,13.838409,Northern
Madagascar,2024-05,9,22.304388,Southern
Malaysia,2024-05,675,27.261978,Southern
Mali,2024-05,2,35.374863,Southern
Mauritius,2024-05,37,23.50238,Southern
Moldova,2024-05,11,16.271963,Northern
Mongolia,2024-05,52,14.74574,Northern
Mozambique,2024-05,9,23.073383,Southern
Namibia,2024-05,8,21.26996,Southern
Nepal,2024-05,19,18.187262,Northern
Netherlands,2024-05,63,15.498171,Northern
New Caledonia,2024-05,8,21.20897,Southern
New Zealand,2024-05,23,7.4891133,Southern
Nicaragua,2024-05,37,28.516388,Southern
Niger,2024-05,3,35.31852,Southern
Norway,2024-05,351,7.252721,Northern
Oman,2024-05,66,32.971394,Southern
Pakistan,2024-05,5,28.249743,Northern
Panama,2024-05,222,26.2231,Southern
Papua New Guinea,2024-05,20,24.423048,Southern
Paraguay,2024-05,540,19.499123,Southern
Peru,2024-05,53,19.6066,Southern
Philippines,2024-05,3,28.270376,Southern
Poland,2024-05,5,16.272375,Northern
Portugal,2024-05,320,16.48635,Northern
Qatar,2024-05,63,32.037586,Northern
Romania,2024-05,1,15.193033,Northern
Russia,2024-05,314,5.1666493,Northern
Rwanda,2024-05,3,21.426813,Southern
Saudi Arabia,2024-05,90,31.403746,Northern
Senegal,2024-05,29,33.117027,Southern
Slovenia,2024-05,21,14.553293,Northern
South Africa,2024-05,420,17.286299,Southern
South Korea,2024-05,36,17.456825,Northern
South Sudan,2024-05,18,31.876337,Southern
Spain,2024-05,101,16.028694,Northern
Sri Lanka,2024-05,120,27.98482,Southern
Sweden,2024-05,238,11.517262,Northern
Switzerland,2024-05,53,9.074192,Northern
Syria,2024-05,4,23.471598,Northern
Tanzania,2024-05,25,22.82747,Southern
Thailand,2024-05,67,29.433048,Southern
Togo,2024-05,17,28.997133,Southern
Turkey,2024-05,24,14.760538,Northern
Uganda,2024-05,4,24.436201,Southern
Ukraine,2024-05,49,15.497282,Northern
United Arab Emirates,2024-05,238,32.731552,Northern
United Kingdom,2024-05,1045,12.984747,Northern
United States,2024-05,2118,14.883865,Northern
Uruguay,2024-05,152,12.439182,Southern
Venezuela,2024-05,101,26.74155,Southern
Vietnam,2024-05,104,27.245514,Southern
Zambia,2024-05,37,20.67545,Southern
Afghanistan,2024-06,1,23.636276,Northern
Argentina,2024-06,478,9.505047,Southern
Australia,2024-06,365,15.22288,Southern
Austria,2024-06,2,16.112953,Northern
Bahrain,2024-06,6,33.34497,Southern
Bangladesh,2024-06,601,29.749884,Northern
Belgium,2024-06,5,15.648024,Northern
Bhutan,2024-06,19,14.689861,Northern
Brazil,2024-06,996,24.645779,Southern
Brunei,2024-06,43,27.275284,Southern
Bulgaria,2024-06,1,23.3341,Northern
Burkina Faso,2024-06,1,30.886433,Southern
Cambodia,2024-06,60,28.884418,Southern
Cameroon,2024-06,26,25.339798,Southern
Canada,2024-06,455,10.518121,Northern
Cayman Islands,2024-06,9,28.401611,Southern
Chile,2024-06,88,5.301235,Southern
China,2024-06,5635,18.61862,Northern
Colombia,2024-06,105,24.384995,Southern
Costa Rica,2024-06,395,23.878635,Southern
Cote d'Ivoire,2024-06,21,26.855364,Southern
Croatia,2024-06,9,22.106054,Northern
Cuba,2024-06,4,27.54227,Southern
Czechia,2024-06,5,18.076996,Northern
Democratic Republic of Congo,2024-06,7,25.600033,Southern
Denmark,2024-06,27,14.527239,Northern
Dominican Republic,2024-06,41,26.529177,Southern
East Timor,2024-06,30,23.654615,Southern
Ecuador,2024-06,115,21.37589,Southern
Egypt,2024-06,96,32.45019,Northern
El Salvador,2024-06,115,25.901014,Southern
Estonia,2024-06,1,16.833961,Northern
Ethiopia,2024-06,7,25.00685,Southern
Fiji,2024-06,28,23.977976,Southern
France,2024-06,94,18.444157,Northern
Georgia,2024-06,2,17.96684,Northern
Germany,2024-06,5,16.836245,Northern
Ghana,2024-06,113,27.77756,Southern
Greece,2024-06,11,25.494305,Northern
Guatemala,2024-06,2,25.31541,Southern
Guinea,2024-06,3,26.736847,Southern
Guyana,2024-06,15,25.641542,Southern
Haiti,2024-06,65,27.094185,Southern
Honduras,2024-06,101,25.544823,Southern
Hong Kong,2024-06,1608,28.165913,Southern
India,2024-06,85,29.684298,Northern
Indonesia,2024-06,68,25.705803,Southern
Iran,2024-06,35,29.50873,Northern
Ireland,2024-06,21,12.794292,Northern
Israel,2024-06,1,28.768814,Northern
Jamaica,2024-06,11,27.624462,Southern
Japan,2024-06,25,20.105473,Northern
Kenya,2024-06,19,25.336891,Southern
Laos,2024-06,58,26.264568,Southern
Libya,2024-06,1,32.82978,Southern
Luxembourg,2024-06,19,15.849478,Northern
Madagascar,2024-06,92,20.583937,Southern
Malaysia,2024-06,721,26.381395,Southern
Mauritius,2024-06,72,22.25578,Southern
Moldova,2024-06,5,22.812757,Northern
Mongolia,2024-06,10,18.462526,Northern
Mozambique,2024-06,44,21.37642,Southern
Myanmar,2024-06,3,26.479927,Southern
Namibia,2024-06,36,16.282785,Southern
Nepal,2024-06,1,20.610014,Northern
Netherlands,2024-06,43,15.746178,Northern
New Caledonia,2024-06,1,21.071278,Southern
New Zealand,2024-06,46,7.3903913,Southern
Nicaragua,2024-06,351,26.50251,Southern
Niger,2024-06,7,35.160698,Southern
Norway,2024-06,142,9.625593,Northern
Oman,2024-06,36,35.360638,Southern
Pakistan,2024-06,2,29.959358,Northern
Panama,2024-06,236,25.650906,Southern
Papua New Guinea,2024-06,14,23.769016,Southern
Paraguay,2024-06,446,22.93108,Southern
Peru,2024-06,80,19.001257,Southern
Philippines,2024-06,24,27.381678,Southern
Poland,2024-06,9,18.572338,Northern
Portugal,2024-06,342,19.6337,Northern
Qatar,2024-06,39,36.02415,Northern
Russia,2024-06,112,14.123098,Northern
Saudi Arabia,2024-06,49,36.312244,Northern
Senegal,2024-06,65,31.254229,Southern
Slovenia,2024-06,6,19.181107,Northern
South Africa,2024-06,169,12.509216,Southern
South Korea,2024-06,10,22.52139,Northern
South Sudan,2024-06,30,29.486212,Southern
Spain,2024-06,100,20.008026,Northern
Sri Lanka,2024-06,105,27.914482,Southern
Sweden,2024-06,61,13.660123,Northern
Switzerland,2024-06,23,13.480856,Northern
Tanzania,2024-06,6,21.697987,Southern
Thailand,2024-06,117,28.443617,Southern
Togo,2024-06,17,27.095827,Southern
Turkey,2024-06,3,23.385714,Northern
Uganda,2024-06,12,24.238567,Southern
Ukraine,2024-06,3,21.577246,Northern
United Arab Emirates,2024-06,296,36.76731,Northern
United Kingdom,2024-06,529,13.167834,Northern
United States,2024-06,1341,20.794046,Northern
Uruguay,2024-06,132,14.204197,Southern
Venezuela,2024-06,160,25.572714,Southern
Vietnam,2024-06,90,27.652924,Southern
Zambia,2024-06,73,18.36521,Southern
Zimbabwe,2024-06,7,17.436783,Southern
Afghanistan,2024-07,2,26.347746,Northern
Argentina,2024-07,7,6.8743424,Southern
Australia,2024-07,1168,14.402082,Southern
Austria,2024-07,2,18.66692,Northern
Bahrain,2024-07,11,34.756256,Southern
Bangladesh,2024-07,403,29.602516,Northern
Belgium,2024-07,12,18.279072,Northern
Bhutan,2024-07,108,16.050833,Northern
Bolivia,2024-07,2,17.04823,Southern
Brazil,2024-07,1303,23.948624,Southern
Brunei,2024-07,52,27.568163,Southern
Bulgaria,2024-07,2,25.09923,Northern
Burkina Faso,2024-07,16,27.924965,Southern
Cambodia,2024-07,229,27.373531,Southern
Cameroon,2024-07,31,24.20287,Southern
Canada,2024-07,248,14.9441185,Northern
Cayman Islands,2024-07,12,29.135162,Southern
Chile,2024-07,48,4.6364665,Southern
China,2024-07,7010,21.318682,Northern
Colombia,2024-07,112,24.243076,Southern
Costa Rica,2024-07,130,23.84475,Southern
Cote d'Ivoire,2024-07,16,25.540415,Southern
Croatia,2024-07,5,25.163305,Northern
Cuba,2024-07,20,28.685183,Southern
Czechia,2024-07,2,20.102669,Northern
Democratic Republic of Congo,2024-07,2,25.216959,Southern
Denmark,2024-07,39,16.356028,Northern
Dominican Republic,2024-07,26,26.687296,Southern
East Timor,2024-07,17,23.017944,Southern
Ecuador,2024-07,99,20.838871,Southern
Egypt,2024-07,97,32.724113,Northern
El Salvador,2024-07,81,27.010756,Southern
Ethiopia,2024-07,28,23.680449,Southern
Fiji,2024-07,9,23.612658,Southern
France,2024-07,61,20.89202,Northern
Germany,2024-07,10,18.881859,Northern
Ghana,2024-07,339,26.523502,Southern
Guinea,2024-07,33,24.994663,Southern
Guyana,2024-07,76,25.602545,Southern
Haiti,2024-07,4,27.497658,Southern
Honduras,2024-07,45,24.98215,Southern
Hong Kong,2024-07,1841,29.254879,Southern
Iceland,2024-07,6,8.842789,Northern
India,2024-07,397,27.64511,Northern
Indonesia,2024-07,92,25.553888,Southern
Iran,2024-07,109,31.981716,Northern
Ireland,2024-07,20,14.282992,Northern
Jamaica,2024-07,26,27.9088,Southern
Japan,2024-07,70,24.883299,Northern
Kenya,2024-07,26,24.664812,Southern
Laos,2024-07,50,25.466341,Southern
Lebanon,2024-07,1,25.820662,Northern
Luxembourg,2024-07,2,18.137552,Northern
Madagascar,2024-07,141,19.617939,Southern
Malaysia,2024-07,1127,26.638792,Southern
Mali,2024-07,1,33.31126,Southern
Mauritius,2024-07,53,21.43851,Southern
Mozambique,2024-07,65,21.631414,Southern
Myanmar,2024-07,92,26.066174,Southern
Namibia,2024-07,10,15.565516,Southern
Nepal,2024-07,36,20.808271,Northern
Netherlands,2024-07,45,18.039925,Northern
New Caledonia,2024-07,9,20.03476,Southern
New Zealand,2024-07,118,6.136506,Southern
Nicaragua,2024-07,114,26.29153,Southern
Niger,2024-07,2,32.847706,Southern
Norway,2024-07,169,12.007848,Northern
Oman,2024-07,66,35.053482,Southern
Pakistan,2024-07,3,30.789604,Northern
Panama,2024-07,41,25.794046,Southern
Papua New Guinea,2024-07,6,23.192947,Southern
Paraguay,2024-07,224,18.013573,Southern
Philippines,2024-07,117,26.777071,Southern
Poland,2024-07,24,20.483765,Northern
Portugal,2024-07,251,22.993937,Northern
Qatar,2024-07,48,37.20391,Northern
Russia,2024-07,26,17.282068,Northern
Saudi Arabia,2024-07,104,36.165375,Northern
Senegal,2024-07,348,29.167858,Southern
Slovenia,2024-07,2,22.169672,Northern
South Africa,2024-07,47,11.029241,Southern
South Korea,2024-07,13,26.011429,Northern
South Sudan,2024-07,102,26.692787,Southern
Spain,2024-07,79,24.528801,Northern
Sri Lanka,2024-07,114,28.367172,Southern
Sweden,2024-07,77,15.389453,Northern
Switzerland,2024-07,24,16.54129,Northern
Tanzania,2024-07,19,21.62845,Southern
Thailand,2024-07,248,27.382597,Southern
Togo,2024-07,21,26.007154,Southern
Tunisia,2024-07,2,31.40618,Northern
Uganda,2024-07,51,23.392641,Southern
Ukraine,2024-07,2,24.537073,Northern
United Arab Emirates,2024-07,219,37.168304,Northern
United Kingdom,2024-07,410,14.964594,Northern
United States,2024-07,1087,22.56305,Northern
Uruguay,2024-07,8,9.496999,Southern
Venezuela,2024-07,115,25.331472,Southern
Vietnam,2024-07,154,26.856064,Southern
Zambia,2024-07,338,19.030453,Southern
Zimbabwe,2024-07,16,18.837706,Southern
Algeria,2024-08,1,34.892075,Northern
Australia,2024-08,986,18.757301,Southern
Austria,2024-08,4,19.38931,Northern
Bahrain,2024-08,8,34.450714,Southern
Bangladesh,2024-08,74,28.529982,Northern
Belgium,2024-08,4,19.404463,Northern
Belize,2024-08,11,27.330278,Southern
Bhutan,2024-08,101,15.400662,Northern
Brazil,2024-08,227,25.167578,Southern
Brunei,2024-08,19,26.821213,Southern
Burkina Faso,2024-08,47,26.764671,Southern
Cambodia,2024-08,272,28.47029,Southern
Cameroon,2024-08,54,23.923,Southern
Canada,2024-08,142,13.630112,Northern
Cayman Islands,2024-08,2,29.313995,Southern
China,2024-08,3395,20.616587,Northern
Colombia,2024-08,19,24.591349,Southern
Costa Rica,2024-08,64,23.884699,Southern
Cote d'Ivoire,2024-08,9,25.03206,Southern
Croatia,2024-08,3,25.552294,Northern
Cuba,2024-08,6,28.287813,Southern
Denmark,2024-08,47,17.30246,Northern
Dominican Republic,2024-08,7,26.897945,Southern
East Timor,2024-08,2,23.365984,Southern
Ecuador,2024-08,48,20.931322,Southern
Egypt,2024-08,81,32.760147,Northern
Ethiopia,2024-08,80,22.504066,Southern
Fiji,2024-08,4,22.761288,Southern
France,2024-08,39,21.48936,Northern
Germany,2024-08,7,19.940416,Northern
Ghana,2024-08,308,25.991783,Southern
Greece,2024-08,1,26.269953,Northern
Guatemala,2024-08,1,24.422688,Southern
Guinea,2024-08,21,24.73236,Southern
Guyana,2024-08,28,26.360445,Southern
Honduras,2024-08,25,25.2825,Southern
Hong Kong,2024-08,531,28.918083,Southern
Iceland,2024-08,7,6.666685,Northern
India,2024-08,373,26.81169,Northern
Indonesia,2024-08,50,25.56633,Southern
Iran,2024-08,15,30.894203,Northern
Ireland,2024-08,14,14.834188,Northern
Israel,2024-08,1,29.007973,Northern
Jamaica,2024-08,12,28.267946,Southern
Japan,2024-08,62,25.890549,Northern
Kenya,2024-08,44,24.399113,Southern
Laos,2024-08,44,25.339205,Southern
Luxembourg,2024-08,6,19.19614,Northern
Madagascar,2024-08,52,20.512648,Southern
Malaysia,2024-08,765,26.076382,Southern
Mali,2024-08,19,31.823093,Southern
Mauritius,2024-08,4,21.205904,Southern
Mozambique,2024-08,8,22.678185,Southern
Myanmar,2024-08,62,25.757057,Southern
Namibia,2024-08,4,19.272211,Southern
Nepal,2024-08,74,20.221228,Northern
Netherlands,2024-08,56,19.292511,Northern
New Caledonia,2024-08,9,20.187374,Southern
New Zealand,2024-08,31,7.1296444,Southern
Nicaragua,2024-08,13,26.610504,Southern
Niger,2024-08,17,30.06109,Southern
Norway,2024-08,157,11.843378,Northern
Oman,2024-08,56,33.033573,Southern
Pakistan,2024-08,15,27.757584,Northern
Panama,2024-08,7,25.609114,Southern
Paraguay,2024-08,114,21.337448,Southern
Philippines,2024-08,161,27.20616,Southern
Poland,2024-08,17,20.275766,Northern
Portugal,2024-08,49,23.455206,Northern
Qatar,2024-08,31,36.546688,Northern
Russia,2024-08,2,14.10136,Northern
Saudi Arabia,2024-08,71,35.726532,Northern
Senegal,2024-08,273,28.51755,Southern
Slovenia,2024-08,3,22.699293,Northern
Somalia,2024-08,6,27.686563,Southern
South Africa,2024-08,75,14.335612,Southern
South Korea,2024-08,19,27.569012,Northern
South Sudan,2024-08,43,25.260609,Southern
Spain,2024-08,53,24.85186,Northern
Sri Lanka,2024-08,89,27.630537,Southern
Sweden,2024-08,64,14.869357,Northern
Switzerland,2024-08,22,17.302967,Northern
Tanzania,2024-08,7,22.263046,Southern
Thailand,2024-08,186,27.607204,Southern
Togo,2024-08,15,25.604816,Southern
Tunisia,2024-08,1,30.514793,Northern
Turkey,2024-08,3,24.404257,Northern
Uganda,2024-08,87,23.156538,Southern
Ukraine,2024-08,1,22.863487,Northern
United Arab Emirates,2024-08,217,36.56762,Northern
United Kingdom,2024-08,235,15.534047,Northern
United States,2024-08,758,21.362272,Northern
Uruguay,2024-08,1,12.220928,Southern
Vietnam,2024-08,132,27.249678,Southern
Zambia,2024-08,108,21.201641,Southern
Zimbabwe,2024-08,2,20.559408,Southern
Algeria,2024-09,2,30.790588,Northern
Australia,2024-09,843,20.86736,Southern
Austria,2024-09,4,12.469165,Northern
Bahrain,2024-09,17,33.24411,Southern
Bangladesh,2024-09,82,29.446518,Northern
Belgium,2024-09,4,15.230083,Northern
Belize,2024-09,33,28.072607,Southern
Bhutan,2024-09,48,14.65794,Northern
Brazil,2024-09,474,27.159407,Southern
Brunei,2024-09,13,27.52843,Southern
Burkina Faso,2024-09,80,27.006351,Southern
Cambodia,2024-09,149,27.436049,Southern
Cameroon,2024-09,76,24.053522,Southern
Canada,2024-09,265,9.4838505,Northern
Cayman Islands,2024-09,16,29.171844,Southern
Chile,2024-09,13,7.2675624,Southern
China,2024-09,3232,16.26569,Northern
Colombia,2024-09,9,25.191881,Southern
Costa Rica,2024-09,78,23.856308,Southern
Cote d'Ivoire,2024-09,29,25.460878,Southern
Croatia,2024-09,8,18.261375,Northern
Cuba,2024-09,19,28.175875,Southern
Czechia,2024-09,2,15.467241,Northern
Denmark,2024-09,45,14.954207,Northern
East Timor,2024-09,4,24.78328,Southern
Ecuador,2024-09,42,21.50275,Southern
Egypt,2024-09,81,30.253082,Northern
Ethiopia,2024-09,52,23.980894,Southern
Fiji,2024-09,19,23.45527,Southern
France,2024-09,56,16.875559,Northern
Germany,2024-09,9,15.475747,Northern
Ghana,2024-09,99,26.381178,Southern
Greece,2024-09,1,21.46636,Northern
Guinea,2024-09,5,24.734179,Southern
Guyana,2024-09,19,27.544271,Southern
Honduras,2024-09,19,25.398273,Southern
Hong Kong,2024-09,409,28.490152,Southern
Iceland,2024-09,2,3.518748,Northern
India,2024-09,211,26.787462,Northern
Indonesia,2024-09,124,26.095688,Southern
Iran,2024-09,105,25.989754,Northern
Iraq,2024-09,3,31.92101,Northern
Ireland,2024-09,27,12.8252325,Northern
Israel,2024-09,4,26.926928,Northern
Jamaica,2024-09,4,27.913986,Southern
Japan,2024-09,184,22.994312,Northern
Jordan,2024-09,3,26.535748,Northern
Kenya,2024-09,99,25.527956,Southern
Laos,2024-09,50,25.035786,Southern
Lebanon,2024-09,1,22.582808,Northern
Lithuania,2024-09,2,16.743464,Northern
Luxembourg,2024-09,12,14.672325,Northern
Madagascar,2024-09,45,22.911139,Southern
Malaysia,2024-09,932,26.46484,Southern
Mali,2024-09,40,30.517645,Southern
Mauritius,2024-09,7,21.92899,Southern
Montenegro,2024-09,1,15.656178,Northern
Mozambique,2024-09,1,24.662704,Southern
Myanmar,2024-09,7,25.979986,Southern
Namibia,2024-09,11,21.771128,Southern
Nepal,2024-09,145,19.371967,Northern
Netherlands,2024-09,56,15.895318,Northern
New Caledonia,2024-09,9,21.54125,Southern
New Zealand,2024-09,12,8.474832,Southern
Nicaragua,2024-09,10,26.468529,Southern
Niger,2024-09,49,30.849709,Southern
Norway,2024-09,151,7.8391104,Northern
Oman,2024-09,182,31.760702,Southern
Pakistan,2024-09,135,27.140417,Northern
Panama,2024-09,2,25.585344,Southern
Papua New Guinea,2024-09,1,23.983595,Southern
Paraguay,2024-09,113,25.503965,Southern
Philippines,2024-09,121,26.811876,Southern
Poland,2024-09,69,17.017313,Northern
Portugal,2024-09,53,19.381716,Northern
Qatar,2024-09,71,34.214188,Northern
Romania,2024-09,1,17.65082,Northern
Russia,2024-09,17,7.909381,Northern
Rwanda,2024-09,3,21.716944,Southern
Saudi Arabia,2024-09,140,33.301636,Northern
Senegal,2024-09,303,27.873524,Southern
Slovakia,2024-09,1,16.009256,Northern
Slovenia,2024-09,6,15.682934,Northern
Somalia,2024-09,8,28.345697,Southern
South Africa,2024-09,39,16.40318,Southern
South Korea,2024-09,6,24.311815,Northern
South Sudan,2024-09,12,26.449951,Southern
Spain,2024-09,153,18.563524,Northern
Sri Lanka,2024-09,52,28.137665,Southern
Sweden,2024-09,19,10.812768,Northern
Switzerland,2024-09,24,10.299837,Northern
Tanzania,2024-09,20,23.777414,Southern
Thailand,2024-09,166,27.171785,Southern
Togo,2024-09,113,25.937534,Southern
Turkey,2024-09,4,20.0853,Northern
Uganda,2024-09,34,23.88048,Southern
United Arab Emirates,2024-09,658,34.267555,Northern
United Kingdom,2024-09,405,12.757772,Northern
United States,2024-09,1017,18.20433,Northern
Uruguay,2024-09,1,15.427818,Southern
Uzbekistan,2024-09,3,19.854807,Northern
Venezuela,2024-09,17,26.315321,Southern
Vietnam,2024-09,100,26.316256,Southern
Zambia,2024-09,31,24.629349,Southern
Afghanistan,2024-10,12,15.393673,Northern
Australia,2024-10,181,25.106106,Southern
Austria,2024-10,4,9.434406,Northern
Bahrain,2024-10,66,29.581146,Southern
Bangladesh,2024-10,103,27.858637,Northern
Belgium,2024-10,10,12.181157,Northern
Belize,2024-10,3,26.011465,Southern
Bhutan,2024-10,32,11.132501,Northern
Brazil,2024-10,2153,27.098417,Southern
Brunei,2024-10,15,27.015879,Southern
Bulgaria,2024-10,3,12.65871,Northern
Burkina Faso,2024-10,43,28.792871,Southern
Cambodia,2024-10,84,27.118855,Southern
Cameroon,2024-10,100,24.247189,Southern
Canada,2024-10,323,1.0091574,Northern
Cayman Islands,2024-10,4,28.411224,Southern
China,2024-10,2905,9.139027,Northern
Costa Rica,2024-10,67,23.494732,Southern
Cote d'Ivoire,2024-10,34,26.095604,Southern
Croatia,2024-10,7,14.223464,Northern
Cuba,2024-10,16,27.02074,Southern
Czechia,2024-10,7,10.021141,Northern
Democratic Republic of Congo,2024-10,5,24.888458,Southern
Denmark,2024-10,85,10.903559,Northern
Dominican Republic,2024-10,3,26.385738,Southern
East Timor,2024-10,14,26.261492,Southern
Ecuador,2024-10,78,21.83149,Southern
Egypt,2024-10,87,24.625114,Northern
Ethiopia,2024-10,18,23.798994,Southern
Fiji,2024-10,17,24.806574,Southern
France,2024-10,116,15.5564375,Northern
Germany,2024-10,8,11.078355,Northern
Ghana,2024-10,78,26.918621,Southern
Greece,2024-10,1,17.031073,Northern
Guatemala,2024-10,3,23.435087,Southern
Guyana,2024-10,5,27.270138,Southern
Honduras,2024-10,26,24.379045,Southern
Hong Kong,2024-10,129,26.400927,Southern
Hungary,2024-10,3,11.66761,Northern
Iceland,2024-10,19,-0.3983633,Northern
India,2024-10,56,25.84715,Northern
Indonesia,2024-10,206,26.16561,Southern
Iran,2024-10,295,20.371765,Northern
Iraq,2024-10,4,23.885792,Northern
Ireland,2024-10,61,11.283924,Northern
Israel,2024-10,7,22.689352,Northern
Jamaica,2024-10,21,27.482113,Southern
Japan,2024-10,201,16.60742,Northern
Jordan,2024-10,9,21.455345,Northern
Kazakhstan,2024-10,3,7.81946,Northern
Kenya,2024-10,43,26.517809,Southern
Kosovo,2024-10,1,12.335925,Southern
Kuwait,2024-10,16,26.633928,Northern
Laos,2024-10,26,24.207882,Southern
Latvia,2024-10,2,8.213198,Northern
Lithuania,2024-10,9,8.505111,Northern
Luxembourg,2024-10,21,11.405532,Northern
Madagascar,2024-10,33,23.928064,Southern
Malaysia,2024-10,637,26.260729,Southern
Mali,2024-10,38,30.693073,Southern
Mauritius,2024-10,20,22.72113,Southern
Mozambique,2024-10,1,25.430523,Southern
Namibia,2024-10,6,24.32372,Southern
Nepal,2024-10,66,16.052534,Northern
Netherlands,2024-10,47,12.16644,Northern
New Caledonia,2024-10,17,22.210987,Southern
New Zealand,2024-10,3,10.387344,Southern
Nicaragua,2024-10,5,26.097935,Southern
Niger,2024-10,26,29.515413,Southern
Norway,2024-10,313,2.9802046,Northern
Oman,2024-10,121,29.402733,Southern
Pakistan,2024-10,72,23.626598,Northern
Panama,2024-10,2,25.202724,Southern
Paraguay,2024-10,70,27.250513,Southern
Philippines,2024-10,54,26.762379,Southern
Poland,2024-10,64,9.933918,Northern
Portugal,2024-10,171,17.141687,Northern
Qatar,2024-10,305,30.511196,Northern
Romania,2024-10,8,10.918326,Northern
Russia,2024-10,11,-1.9268856,Northern
Rwanda,2024-10,3,20.534916,Southern
Saudi Arabia,2024-10,360,28.12156,Northern
Senegal,2024-10,380,28.726849,Southern
Serbia,2024-10,1,12.594505,Northern
Slovakia,2024-10,15,9.382662,Northern
Slovenia,2024-10,4,11.988667,Northern
